MSE_change_made;iteration;MSE;dMSE/dC;MSE_change;a_multiplier_used;a;C;log_iteration;log_MSE;log_dMSE/dC;log_MSE_change;log_a
True;100000;0.0009966659419317647;0.020051469626420505,0.020565682378389818,0.2725902154676808,0.3665445570814811,3.2301914901189157,6.664221243120486;0.08197299347817516;1;1e-05;-0.7399476249733383,0.14108365523466132,-0.449740408896868,-0.10922675068030148,0.041295100921700426,0.9337841541296394;5.0;-3.0014503821963867;-1.6978537912605194,-1.6868568758337437,-0.5644897370730919,-0.43587322506535287,0.5092282686583242,0.8237494066267366;-1.0863292051193658;-5.0
True;100000;0.0009966659419317647;0.0038430081030837826,0.00877664687385888,-0.15266137303811644,0.21204186331235447,-2.3603107219123802,3.0746408817415047;0.0659019693703096;1;1e-05;-0.7399476634034193,0.1410835674681926,-0.44973888228313763,-0.1092288710989346,0.04131870402891955,0.933753407720822;5.0;-3.0014503821963867;-2.4153286998133345,-2.056671375019241,-0.8162708358873718,-0.6735783880773878,0.37296917921128986,0.48779439744935116;-1.1811016070466769;-5.0
True;100000;0.0009966659419317647;-0.035593971007240675,0.01997734191266438,-0.18744605848440185,0.08135659495981638,-3.596026979203823,0.07663642066108389;0.040447087537551836;1;1e-05;-0.7399473074637093,0.14108336769477348,-0.44973700782255277,-0.1092296846648842,0.04135466429871159,0.9337526413566154;5.0;-3.0014503821963867;-1.4486235576458388,-1.6994622973641802,-0.7271236872588172,-1.0896072363526186,0.5558229413691426,-1.115564787377334;-1.393112745050679;-5.0
True;100000;0.0009966659419317647;0.0063654134688454315,-0.03993264745342916,0.19085599957310156,-0.7687634692102644,3.020150563061975,-12.283558642337367;0.10002033179823927;1;1e-05;-0.739947371117844,0.141083767021248,-0.4497389163825485,-0.1092219970301921,0.04132446279308097,0.9338754769430387;5.0;-3.0014503821963867;-2.1961733812631237,-1.3986718960090012,-0.7192941834196871,-0.11420726204260973,0.4800285943071708,1.0893242035182653;-0.9999117090974351;-5.0
True;100000;0.0009966659419317647;0.0016409007128681808,0.05034664827741041,0.06346200021956863,0.05615128861751416,2.252043980994456,-8.999071236197763;0.11903701985374233;1;1e-05;-0.7399473875268512,0.14108326355476522,-0.4497395510025507,-0.10922255854307827,0.041301942353271025,0.9339654676554007;5.0;-3.0014503821963867;-2.7849176963131397,-1.2980294363929326,-1.197486243760483,-1.2506402726517836,0.35257686775865466,0.9541976896828643;-0.9243179544231632;-5.0
True;100000;0.0009966659419317647;0.033448377503655584,-0.03193144976463483,0.40607035338110387,-1.114659700527997,8.518294082789003,-31.10711563972191;0.04798357707732441;1;1e-05;-0.7399477220106262,0.14108358286926287,-0.4497436117060845,-0.10921141194607299,0.041216759412443134,0.9342765388117978;5.0;-3.0014503821963867;-1.4756249439140712,-1.4957813629986851,-0.39139871657494263,0.04714229990404066,0.9303526294366975,1.4928597436761613;-1.318907379397855;-5.0
True;100000;0.0009966659419317647;0.01949254518370218,0.030543248409457692,0.33120505771606357,0.2835830315811677,3.6919714415915856,3.3509579039920325;0.12986117041465894;1;1e-05;-0.7399479169360781,0.1410832774367788,-0.4497469237566617,-0.1092142477763888,0.041179839698027215,0.9342430292327579;5.0;-3.0014503821963867;-1.7101314504119027,-1.51508477568565,-0.47990303987808114,-0.5473197590712517,0.567258332980322,0.5251689720970432;-0.8865206872299556;-5.0
True;100000;0.0009966659419317647;0.012252915387034068,-0.030648270539150483,0.04163379427303452,-0.2982336425063166,-0.17284155904691764,-4.03614786737504;0.05894420611827271;1;1e-05;-0.7399480394652319,0.14108358391948417,-0.44974734009460443,-0.10921126543996373,0.041181568113617686,0.9342833907114316;5.0;-3.0014503821963867;-1.911760565514877,-1.5135940273933675,-1.3805540081198928,-0.5254433671515345,-0.762351824966572,0.605967068568015;-1.2295588771596557;-5.0
True;100000;0.0009966659419317647;-0.012832384613316759,0.027549338103608746,-0.03135395715978938,-0.234777215290708,0.35744649568006487,-11.530100069051864;0.05616427879125256;1;1e-05;-0.7399479111413858,0.14108330842610314,-0.44974702655503285,-0.10920891766781082,0.041177993648660885,0.9343986917121222;5.0;-3.0014503821963867;-1.8916926321539025,-1.559888830982922,-1.5037076393880948,-0.6293440528829456,-0.4467889562962004,1.061833076527001;-1.250539813544843;-5.0
True;100000;0.0009966659419317647;-0.011689959265298358,0.03036259429491106,-0.28489077990247913,0.48334259806187335,-5.765461659689882,12.027942595738198;0.1155372356340379;1;1e-05;-0.7399477942417931,0.1410830048001602,-0.44974417764723384,-0.10921375109379144,0.04123564826525778,0.9342784122861648;5.0;-3.0014503821963867;-1.93218700217323,-1.5176611234277861,-0.5453216058755496,-0.31574492783244223,0.7608340884266271,1.0801913467303066;-0.9372780276830038;-5.0
True;100000;0.0009966659419317647;0.024368273666097392,0.1972024337251748,0.3488050249441448,3.55701941986421,6.384431737644462,71.28060151990108;0.13077243547215892;1;1e-05;-0.7399480379245298,0.14108103277582296,-0.4497476656974833,-0.10924932128799009,0.041171803947881336,0.9335656062709659;5.0;-3.0014503821963867;-1.6131752366685463,-0.705087729623551,-0.45741726717469244,0.5510862362616428,0.8051222478503062,1.8529713559512586;-0.8834837879987544;-5.0
True;100000;0.0009966659419317647;-0.0009254593279697954,0.03396272322337698,0.2821681419923124,-0.09506429392622665,5.888608834511714,-12.76439396665601;0.07475544799859721;1;1e-05;-0.7399480286699365,0.14108069314859073,-0.4497504873789032,-0.10924837064505083,0.04111291785953622,0.9336932502106324;5.0;-3.0014503821963867;-3.0336426628391377,-1.4689974941209865,-0.5494920215454281,-1.0219825731009131,0.7700127061866523,1.106000200010999;-1.1263571515050637;-5.0
True;100000;0.0009966659419317647;-0.025984011451305782,-0.02579515851487977,-0.18935125058882285,-0.41473424857788377,-2.387822971068287,-6.2093664563601285;0.06744431529310717;1;1e-05;-0.7399477688298219,0.14108095110017588,-0.4497485938663973,-0.10924422330256504,0.041136796089246905,0.933755343875196;5.0;-3.0014503821963867;-1.5852938010427589,-1.588461798981754,-0.7227318221933723,-0.3822300993014558,0.37800212583334386,0.7930472912324732;-1.1710546500080563;-5.0
True;100000;0.0009966659419317647;-0.010369895580733701,-0.001828137854769918,-0.18047596272411767,0.22169202999194138,-2.747345729652947,6.844227357088926;0.08329406989318934;1;1e-05;-0.7399476651308662,0.14108096938155443,-0.4497467891067701,-0.10924644022286496,0.04116426954654343,0.9336869016016252;5.0;-3.0014503821963867;-1.9842256167005903,-2.7379910584334106,-0.7435806328244613,-0.6542499198432865,0.438913315056771,0.8353244278546138;-1.07938591701267;-5.0
True;100000;0.0009966659419317647;0.021499806987642315,0.008441206723084037,0.07125824073366391,0.15993962908772366,0.3138856390305729,2.4816132320613273;0.08151434085918487;1;1e-05;-0.7399478801289361,0.1410808849694872,-0.44974750168917743,-0.10924803961915584,0.041161130690153126,0.9336620854693045;5.0;-3.0014503821963867;-1.6675654389019827,-2.073595463834649,-1.1471649039762104,-0.7960439154798268,-0.5032285537884909,0.39473409615130683;-1.0887659788904984;-5.0
True;100000;0.0009966659419317647;0.00985400811454451,0.017340943575977392,0.2966106117225363,0.6939185094031219,6.056618317073507,19.15559063567092;0.06752278043033419;1;1e-05;-0.7399479786690172,0.14108071156005145,-0.44975046779529465,-0.10925497880424988,0.04110056450698239,0.9334705295629478;5.0;-3.0014503821963867;-2.006387084429645,-1.7609272748707052,-0.5278133154448595,-0.15869152809635978,0.7822302056573883,1.2822955473845152;-1.170549682782141;-5.0
True;100000;0.0009966659419317647;-0.006664252009216976,0.08341084379224163,-0.3874679251626448,1.6376489381290156,-7.960027905612658,33.76635019886864;0.11186629782876246;1;1e-05;-0.7399479120264971,0.14107987745161352,-0.44974659311604304,-0.10927135529363116,0.04118016478603852,0.9331328660609591;5.0;-3.0014503821963867;-2.176248588410552,-1.078777485417436,-0.4117642428387531,0.2142208079408569,0.9009145902542957,1.5284841203287984;-0.9513007344866939;-5.0
True;100000;0.0009966659419317647;0.00018366558548105427,0.007671623254918871,-0.05478765470011711,0.38995142761898516,-2.26492649338774,12.581977758516217;0.02177539689529348;1;1e-05;-0.739947913863153,0.14107980073538096,-0.449746045239496,-0.10927525480790735,0.0412028140509724,0.9330070462833739;5.0;-3.0014503821963867;-3.735972212425014,-2.1151127330437682,-1.2613172900489156,-0.40898948536009805,0.35505411185255487,1.0997489131362062;-1.6620339204596803;-5.0
True;100000;0.0009966659419317647;0.00506765600851792,-0.11287603884036555,0.02642386307870989,-1.270025851028224,0.5443670866211278,-17.47284983956918;0.15557507626496042;1;1e-05;-0.739947964539713,0.14108092949576936,-0.4497463094781268,-0.10926255454939707,0.04119737038010619,0.9331817747817697;5.0;-3.0014503821963867;-2.295192872611165,-0.9473982396856385,-1.578003689707,0.10381256099111248,-0.26410814087307344,1.242363744631536;-0.8080599774465396;-5.0
True;100000;0.0009966659419317647;-0.022030951582161253,-0.052319511303206875,-0.34461930516393485,-1.5182495667673275,-7.544868112343509,-36.112419617192415;0.10923173945220996;1;1e-05;-0.7399477442301972,0.1410814526908824,-0.4497428632850752,-0.10924737205372939,0.04127281906122962,0.9335428989779416;5.0;-3.0014503821963867;-1.656966743976946,-1.2813363212455589,-0.4626603975457664,0.18134316586864296,0.8776516525169015,1.5576565881551643;-0.9616511504031423;-5.0
True;100000;0.0009966659419317647;-0.011000550311083455,0.010141704168292671,-0.1524940896341525,0.5010948162528966,-2.740893064882763,11.222711485564211;0.04986657321796518;1;1e-05;-0.739947634224694,0.14108135127384072,-0.44974133834417884,-0.10925238300189193,0.04130022799187845,0.933430671863086;5.0;-3.0014503821963867;-1.9585855883791596,-1.9938890618962,-0.8167469883763149,-0.30008008994243063,0.43789209200163876,1.050097798181343;-1.3021904750473714;-5.0
True;100000;0.0009966659419317647;0.016657762784700225,-0.06341014554020535,0.36530548190852763,-1.7036552946271137,8.21382329280534,-37.28265985172067;0.06292442271541744;1;1e-05;-0.7399478008023218,0.14108198537529612,-0.44974499139899793,-0.10923534644894566,0.041218089758950395,0.9338034984616033;5.0;-3.0014503821963867;-1.778383326788925,-1.1978412500107116,-0.4373438105563274,0.23138172729377685,0.9145453554710001,1.5715068885992671;-1.2011807600888367;-5.0
True;100000;0.0009966659419317647;-0.03239111748982457,0.08652453128322223,-0.4766001593100693,0.9088565809181148,-8.959722188205076,15.257888651017653;0.12445823867688857;1;1e-05;-0.7399474768911469,0.14108112012998328,-0.4497402253974048,-0.10924443501475484,0.041307686980832446,0.933650919575093;5.0;-3.0014503821963867;-1.4895740686217291,-1.0628607446678886,-0.3218458168207157,-0.041504643763764434,0.9522945438139065,1.1834944411777133;-0.9049763494090829;-5.0
True;100000;0.0009966659419317647;-0.027210838047517928,-0.000268588952737594,-0.02325061990073737,0.09093626976076008,-0.5996226449242811,2.796838781376359;0.07617202744651366;1;1e-05;-0.7399472047827664,0.14108112281587282,-0.4497399928912058,-0.10924534437745244,0.04131368320728169,0.9336229511872793;5.0;-3.0014503821963867;-1.565258082483091,-3.570911854153415,-1.6335654635963666,-1.0412628646849527,-0.222121974256124,0.44666743298698286;-1.1182044847753299;-5.0
True;100000;0.0009966659419317647;-0.022218189602380648,-0.09317254092766611,-0.45541989759757756,-2.0577592435681096,-9.183521639650701,-44.278015715865834;0.07952521262196183;1;1e-05;-0.7399469826008704,0.1410820545412821,-0.4497354386922298,-0.10922476678501676,0.0414055184236782,0.934065731344438;5.0;-3.0014503821963867;-1.6532913314315134,-1.0307120606147802,-0.34158799869221174,0.3133945612396837,0.9630092536829605,1.6461881500802322;-1.0994951610710069;-5.0
True;100000;0.0009966659419317647;-0.011542186135703694,-0.04883191420012313,-0.08017346177281937,-0.3308413917554291,-0.4847625940253647,-2.8331289641036257;0.057882392004979154;1;1e-05;-0.739946867179009,0.1410825428604241,-0.44973463695761207,-0.1092214583710992,0.04141036604961845,0.9340940626340791;5.0;-3.0014503821963867;-1.9377119262968778,-1.311296251135565,-1.095969363797215,-0.48038016088966856,-0.3144708992277576,0.4522663440664298;-1.2374535298491685;-5.0
True;100000;0.0009966659419317647;0.02465543784542149,-0.043073375711319556,0.14763774918602476,-0.40359634488794577,1.4629797039330106,-4.686745397215717;0.04444705985622332;1;1e-05;-0.7399471137333875,0.1410829735941812,-0.44973611333510394,-0.10921742240765032,0.04139573625257912,0.9341409300880513;5.0;-3.0014503821963867;-1.6080872806135964,-1.3657910907322006,-0.8308025844702883,-0.39405277554261936,0.16523830115535895,0.6708713615450428;-1.3521569620379732;-5.0
True;100000;0.0009966659419317647;-0.035922971402139195,-0.0006108575424723472,-0.42861374803390895,-0.26719244460211966,-6.620213232989927,-10.924891641347259;0.08884775678768261;1;1e-05;-0.7399467545036735,0.14108297970275663,-0.4497318271976236,-0.10921475048320431,0.04146193838490902,0.9342501790044648;5.0;-3.0014503821963867;-1.4446277474451523,-3.214060059367519,-0.36793390282404104,-0.5731758265632575,0.8208719780227028,1.0384171381094314;-1.0513535327098837;-5.0
True;100000;0.0009966659419317647;0.006135029120723599,0.0393088009313248,-0.09212031749676886,1.099052508198832,-2.844320288695595,25.366067467089337;0.07060832376343112;1;1e-05;-0.7399468158539647,0.14108258661474732,-0.44973090599444865,-0.1092257410082863,0.04149038158779597,0.9339965183297939;5.0;-3.0014503821963867;-2.212183371496137,-1.4055102036195293,-1.0356445738899915,0.041018441719448434,0.4539784991537431,1.404253143227906;-1.1511440985028591;-5.0
True;105000;0.0009966659419317647;0.025474657756324,-0.018545204237227095,0.3453597050337175,-0.7541954594147342,7.059496068242404,-18.751687778430806;0.07368669993036184;1;1e-05;-0.7317203462096297,0.14329014124174552,-0.45132569909229503,-0.10959556047030475,0.04158241642907144,0.9339709291700224;5.021189299069938;-3.0014503821963867;-1.5938916418863398,-1.7317683794498329,-0.46172833527570456,-0.12251608656452953,0.8487737006845647,1.2730403632568594;-1.1326108929836052;-5.0
True;105000;0.0009966659419317647;0.0026701273911501743,0.06288579371115975,0.1716875664163031,1.099027097677065,4.47256800379781,21.59327050541217;0.08832228290215657;1;1e-05;-0.7317203729109035,0.1432895123838084,-0.45132741596795917,-0.10960655074128152,0.04153769074903346,0.9337549964649683;5.021189299069938;-3.0014503821963867;-2.5734680180534903,-1.2014474532778991,-0.7652611552311205,0.041008400545910706,0.6505569525819733,1.3343184253302676;-1.053929714082766;-5.0
True;105000;0.0009966659419317647;0.028155075695179554,-0.05186101729572212,-0.03833575154821291,-0.6592652185511503,-2.4431822466260504,-12.651688243699764;0.07065112148734312;1;1e-05;-0.7317206544616605,0.14329003099398135,-0.4513270326104437,-0.109599958089096,0.04156212257149972,0.9338815133474053;5.021189299069938;-3.0014503821963867;-1.5504433007167002,-1.28515896844624,-1.416396018255083,-0.18093983611700623,0.3879558639247091,1.102148481717521;-1.1508809399456568;-5.0
True;105000;0.0009966659419317647;-0.030989374752147778,0.08995117670807691,-0.39573192106059113,1.7538667067088747,-7.273786013353152,35.84432320490445;0.10543200552471668;1;1e-05;-0.7317203445679129,0.14328913148221428,-0.4513230752912331,-0.1096174967561631,0.04163486043163325,0.9335230701153563;5.021189299069938;-3.0014503821963867;-1.5087871860850592,-1.0459931510012315,-0.4025989166752597,0.24399658404683486,0.8617605204488403,1.554420384662067;-0.9770275322657143;-5.0
True;105000;0.0009966659419317647;-0.011721447342599585,0.01432608959359519,-0.30309830370636226,0.5757660224519192,-5.895551664300681,14.391639803440423;0.057721985511477274;1;1e-05;-0.7317202273534394,0.14328898822131836,-0.45132004430819606,-0.10962325441638762,0.04169381594827626,0.9333791537173219;5.021189299069938;-3.0014503821963867;-1.9310187591289079,-1.8438723371448453,-0.5184164941603487,-0.23975396762229154,0.7705244495586686,1.1581102808728059;-1.2386587385305947;-5.0
True;105000;0.0009966659419317647;-0.0006388408658095135,-0.1181884801311416,-0.2744193530585546,-2.2193972641504405,-7.647065704308359,-44.95129149784062;0.15105923177026281;1;1e-05;-0.7317202209650308,0.14329017010611966,-0.4513173001146655,-0.10960106044374612,0.04177028660531934,0.9338286666323004;5.021189299069938;-3.0014503821963867;-3.1946073103984474,-0.9274248522135815,-0.5615852638466339,0.3462350463448432,0.8834948217040299,1.6527421739853323;-0.8208527282896131;-5.0
True;105000;0.0009966659419317647;-0.006257017286476922,0.009613055340411673,-0.10574164736733423,0.14467196777703778,-2.2959848780190986,2.0216536049551563;0.04230321638650383;1;1e-05;-0.7317201583948579,0.14329007397556626,-0.4513162426981918,-0.10960250716342389,0.04179324645409953,0.9338084500962508;5.021189299069938;-3.0014503821963867;-2.2036326451805146,-2.0171385575353984,-0.975753927929679,-0.8396156113767238,0.36096902335377207,0.3057067445566845;-1.373626611211101;-5.0
True;105000;0.0009966659419317647;0.0057871915893093285,-0.0683750345287799,0.014226620978879022,-0.9474421032311088,-0.7163487141200133,-16.1481359659235;0.06512898538414326;1;1e-05;-0.7317202162667739,0.14329075772591154,-0.45131638496440163,-0.10959303274239157,0.04180040994124073,0.93396993145591;5.021189299069938;-3.0014503821963867;-2.23753213975456,-1.1651024413436348,-1.8468982386710207,-0.02344731963482144,-0.14487551435282953,1.208122397476059;-1.186225687456197;-5.0
True;105000;0.0009966659419317647;-0.028740103654611073,-0.05727608824951842,-0.2768886455446562,-0.8318604504363404,-3.0448049652991434,-9.619964323050427;0.10101599379434929;1;1e-05;-0.7317199288657373,0.14329133048679404,-0.4513136160779462,-0.10958471413788722,0.04183085799089372,0.9340661310991405;5.021189299069938;-3.0014503821963867;-1.5415116698641302,-1.2420266504358877,-0.5576948531327447,-0.07994952309466243,0.4835594791668879,0.9831734614004884;-0.9956098592201049;-5.0
True;105000;0.0009966659419317647;0.0004587258911513881,-0.08052993220286714,-0.05003474021198448,-1.327128766889627,-1.3924643008964928,-28.45959226732645;0.07102108405215463;1;1e-05;-0.7317199334529962,0.14329213578611608,-0.45131311573054406,-0.10957144285021832,0.041844782633902684,0.9343507270218138;5.021189299069938;-3.0014503821963867;-3.3384467469688515,-1.0940426665344585,-1.3007283507966165,0.1229130630577512,0.14378406982608952,1.4542286737764218;-1.1486127029964457;-5.0
True;105000;0.0009966659419317647;-0.0012220929775724433,0.11813999123847073,-0.005114141780763983,1.7418132681617966,-1.518305138821452,33.32195511747695;0.05322896070093101;1;1e-05;-0.7317199212320664,0.14329095438620368,-0.45131306458912623,-0.10958886098289994,0.0418599656852909,0.9340175074706389;5.021189299069938;-3.0014503821963867;-2.9128957514497986,-0.9276030656864992,-2.2912272360770074,0.24100159444100702,0.1813590619342811,1.522730475082333;-1.2738520133736873;-5.0
True;105000;0.0009966659419317647;0.011220632352416604,0.05334603967422776,0.039321751081746896,1.0005817513953177,-0.2212199403765365,19.017350422824393;0.0673225310194427;1;1e-05;-0.73172003343839,0.14329042092580693,-0.45131345780663706,-0.10959886680041389,0.041862177884694665,0.9338273339664107;5.021189299069938;-3.0014503821963867;-1.94998266719514,-1.2728978163795477,-1.405367150346342,0.0002525779591572627,-0.6551757290617934,1.2791500090838885;-1.1718395649018778;-5.0
True;105000;0.0009966659419317647;-0.04187388872624331,0.00206975590078069,-0.22380736289189884,-0.4664867548333787,-2.4133161672151218,-12.153407307370141;0.08517156266576857;1;1e-05;-0.7317196146995028,0.14329040022824793,-0.45131121973300814,-0.10959420193286555,0.041886311046366816,0.9339488680394844;5.021189299069938;-3.0014503821963867;-1.3780567053632031,-2.6840808705793155,-0.6501256300028295,-0.3311606828594718,0.38261422231577336,1.0846980530237234;-1.0697053845626927;-5.0
True;105000;0.0009966659419317647;-0.0024259792812410886,0.050188186247950836,-0.08597427139663143,0.5804673245717991,-3.589697460416656,9.768164225184163;0.061334832079562814;1;1e-05;-0.7317195904397099,0.14328989834638545,-0.4513103599902942,-0.10960000660611127,0.041922208020970984,0.9338511863972325;5.021189299069938;-3.0014503821963867;-2.6151129124888564,-1.2993984990128966,-1.0656314959917097,-0.23622222236393306,0.5550578477960701,0.9898129524818429;-1.2122928193851583;-5.0
True;105000;0.0009966659419317647;0.015110782680082242,-0.004623427108871545,0.17186620412316278,0.08304856404170853,2.1146605935536305,2.375195061016651;0.036653316476388045;1;1e-05;-0.7317197415475367,0.14328994458065653,-0.4513120786523354,-0.1096008370917517,0.04190106141503545,0.9338274344466223;5.021189299069938;-3.0014503821963867;-1.820713040304419,-2.3350359848967535,-0.7648095148534348,-1.0806678723535097,0.3252406723373943,0.37569928151648063;-1.4358867232812256;-5.0
True;105000;0.0009966659419317647;0.016687825493344736,-0.1560333468409326,0.19140267613546436,-1.7577035273743247,2.084842811358736,-21.461373979896216;0.08333968188707727;1;1e-05;-0.7317199084257916,0.14329150491412493,-0.4513139926790968,-0.10958326005647795,0.04188021298692186,0.9340420481864212;5.021189299069938;-3.0014503821963867;-1.7776002503649133,-0.8067825759959232,-0.7180519943400531,0.24494562427389807,0.3190733165121988,1.3316575225127703;-1.0791481616055303;-5.0
True;105000;0.0009966659419317647;-0.0024507509636379466,-0.021948834106645904,-0.24582975319753786,-1.0114888500035935,-4.966028319363527,-22.436988028163093;0.08438869531460318;1;1e-05;-0.7317198839182819,0.143291724402466,-0.4513115343815648,-0.10957314516797792,0.04192987327011549,0.9342664180667029;5.021189299069938;-3.0014503821963867;-2.6107008179249154,-1.658588543963911,-0.6093655548608202,0.004961099752792703,0.6960091918412283,1.350964556214075;-1.0737157274420535;-5.0
True;105000;0.0009966659419317647;-0.01121832816179304,-0.013845715561636452,0.02378719181290218,-0.3422162172898189,0.2916966908584896,-5.439552419503135;0.03918307123862664;1;1e-05;-0.7317197717350002,0.14329186285962162,-0.4513117722534829,-0.10956972300580502,0.041926956303206905,0.9343208135908979;5.021189299069938;-3.0014503821963867;-1.9500718600323885,-1.8586845945273116,-1.6236568253921755,-0.46569941351907157,-0.535068497686802,0.7355631662906627;-1.4069015262352813;-5.0
True;105000;0.0009966659419317647;0.011249265052265239,0.11379567564763811,-0.2238443242024845,1.8987530622161808,-7.3030091123260865,41.4079787784683;0.14072085557529196;1;1e-05;-0.7317198842276508,0.14329072490286515,-0.45130953381024086,-0.10958871053642717,0.04199998639433017,0.9339067338031132;5.021189299069938;-3.0014503821963867;-1.9488758503679144,-0.9438742412630204,-0.6500539131134241,0.2784684872803318,0.8635018425325178,1.6170840320773248;-0.8516415330552954;-5.0
True;105000;0.0009966659419317647;-0.011025831188945512,-0.03718627308130363,0.08565290840222202,-0.2198214006497115,1.5805278748724243,-0.39290717989301016;0.07181634150301455;1;1e-05;-0.7317197739693388,0.14329109676559595,-0.4513103903393249,-0.10958651232242067,0.04198418111558144,0.9339106628749121;5.021189299069938;-3.0014503821963867;-1.957588661074116,-1.429617345742428,-1.0672578856863144,-0.6579300292389711,0.1988021596482493,-0.40571003492088853;-1.1437767226508042;-5.0
True;105000;0.0009966659419317647;-0.004310754012522138,0.06237328943108107,-0.08815706812048088,1.0889478016648253,-3.0970997049563294,18.662156651700997;0.08237808371506877;1;1e-05;-0.7317197308617988,0.14329047303270165,-0.45130950876864373,-0.10959740180043732,0.04201515211263101,0.933724041308395;5.021189299069938;-3.0014503821963867;-2.3654467588794175,-1.2050013516022866,-1.0547428617802876,0.03700706249934859,0.49095518682767636,1.2709618306115371;-1.0841883148516944;-5.0
True;105000;0.0009966659419317647;-0.03129661398957546,0.015991018222577286,-0.038389895668377014,-0.14698534780528796,1.2325803953926653,-7.640992140110106;0.11375494860258753;1;1e-05;-0.7317194178956589,0.1432903131225194,-0.45130912486968705,-0.10959593194695927,0.042002826308677084,0.9338004512297962;5.021189299069938;-3.0014503821963867;-1.504502646644892,-1.7961238818217684,-1.415783068156357,-0.8327259556223405,0.0908152558492279,0.883149752947436;-0.9440297014484349;-5.0
True;105000;0.0009966659419317647;-0.014235321953114369,-0.020844740431673694,-0.16730245614465442,0.11425956594732185,-1.885184394992506,2.8419853766099554;0.0970974550264365;1;1e-05;-0.7317192755424393,0.14329052156992372,-0.4513074518451256,-0.10959707454261874,0.04202167815262701,0.93377203137603;5.021189299069938;-3.0014503821963867;-1.8466327061861625,-1.681003508539299,-0.776497683172452,-0.9421074300832856,0.2753538361392137,0.4536218389419287;-1.0127921530215513;-5.0
True;105000;0.0009966659419317647;0.03213003639623537,0.0020035366076522044,0.4076115562772343,-0.9652083707419113,7.493235549207163,-30.27476483152625;0.07048160920613598;1;1e-05;-0.7317195968428033,0.14329050153455763,-0.45131152796068835,-0.10958742245891133,0.041946745797134935,0.9340747790243453;5.021189299069938;-3.0014503821963867;-1.4930887824884684,-2.6982027179399903,-0.3897535117208403,-0.015378920340481704,0.8746693848219114,1.481080778313285;-1.1519241888558425;-5.0
True;105000;0.0009966659419317647;0.005497388721266442,-0.07907124055338573,-0.1666059076880445,-1.4247205360375983,-3.7390630235004934,-32.1363368387672;0.05831256533949261;1;1e-05;-0.7317196518166905,0.14329129224696316,-0.4513098619016115,-0.10957317525355095,0.04198413642736994,0.9343961423927329;5.021189299069938;-3.0014503821963867;-2.2598435529137952,-1.1019814474771468,-0.7783096029842747,0.15372968430275571,0.5727627854344604,1.5069963708287688;-1.2342378522802253;-5.0
True;105000;0.0009966659419317647;0.028934378439917734,-0.014227741122195575,0.1252066742557405,-0.13101916252111268,1.3768803644636523,-0.8264554751377452;0.08358773834464925;1;1e-05;-0.7317199411604749,0.14329143452437437,-0.45131111396835405,-0.10957186506192575,0.04197036762372531,0.9344044069474843;5.021189299069938;-3.0014503821963867;-1.5385858425906802,-1.8468640455262335,-0.9023725200458648,-0.8826651809201216,0.13889620655289026,-0.0827805388534027;-1.0778574254296283;-5.0
True;105000;0.0009966659419317647;-0.018603787170920812,0.009353949910094615,-0.08106937118501968,0.14041200102986956,-0.3284088457185237,1.767278361252538;0.0393644406274491;1;1e-05;-0.7317197551226032,0.14329134098487528,-0.4513103032746422,-0.10957326918193605,0.041973651712182494,0.9343867341638717;5.021189299069938;-3.0014503821963867;-1.73039863750192,-2.029004960045192,-1.0911431955769655,-0.852595771420538,-0.48358515363845156,0.24730495993958582;-1.4048959155451732;-5.0
True;105000;0.0009966659419317647;-0.0030023119774345566,0.03166968775467716,-0.00038145470004507853,0.32672069567853107,-0.4529810362313392,3.5288917999803306;0.04078405951937569;1;1e-05;-0.7317197250994835,0.14329102428799773,-0.4513102994600952,-0.10957653638889284,0.04197818152254481,0.934351445245872;5.021189299069938;-3.0014503821963867;-2.5225441811671945,-1.4993562185064968,-3.418557029631981,-0.4858233548593886,-0.34391997907431526,0.5476383425787644;-1.3895095480743573;-5.0
True;105000;0.0009966659419317647;0.01764043854367083,0.1002627525064852,0.32276666726355957,2.147142194211237,5.816086031196137,42.81403579072485;0.069124441553478;1;1e-05;-0.7317199015038689,0.14329002166047267,-0.45131352712676787,-0.10959800781083495,0.04192002066223285,0.9339233048879647;5.021189299069938;-3.0014503821963867;-1.75349062245086,-0.9988603769026062,-0.4911113220632598,0.3318608064839539,0.7646308219564522,1.6315861677789647;-1.1603683642763611;-5.0
True;105000;0.0009966659419317647;0.0107622641632811,-0.03131073284397059,0.16906083181182127,-0.661324300877946,1.8049380763555285,-12.697605920588613;0.08078458644607707;1;1e-05;-0.7317200091265106,0.14329033476780112,-0.451315217735086,-0.10959139456782617,0.04190197128146929,0.9340502809471706;5.021189299069938;-3.0014503821963867;-1.968096352259111,-1.5043067673761268,-0.771956998542698,-0.17958551851287555,0.2564623067633327,1.1037218443031782;-1.092671493928115;-5.0
True;105000;0.0009966659419317647;-0.019216604633835312,0.10319371905356535,-0.0767262778696607,1.2627381642637219,-0.8128968173288951,17.41839535273092;0.057400683437374825;1;1e-05;-0.7317198169604643,0.1432893028306106,-0.4513144504723073,-0.1096040219494688,0.041910100249642576,0.9338760969936433;5.021189299069938;-3.0014503821963867;-1.7163233450261435,-0.9863467354935942,-1.1150558696980857,0.10131330652982808,-0.08996457680271798,1.2410081436938374;-1.241082936673218;-5.0
